Flight_ID,Date,Time,Aircraft_Type,Aircraft_Age,Flight_Hours,Crew_Experience,Pilot_Error_Flag,Altitude,Airspeed,Weather_Condition,Visibility,Wind_Speed,Temperature,Icing_Condition,Mechanical_Failure_Flag,Engine_Failure_Type,Maintenance_History,Air_Traffic_Control_Issue,Flight_Phase,Terrain_Type,Crash_Severity,Casualties,Survivors,External_Factor,Flight_Data_Anomaly_Score,Crash_Cause,Crash_Risk_Score
FL5085,03-11-2019,09:33:54,Airbus A380,9.8,17799,8867,TRUE,28274,243,Storm,14.4,33,26,FALSE,FALSE,Fuel System,4,FALSE,Takeoff,Rural,Fatal,165,28,Bird Strike,0.41,Human Error,0.42
FL0873,31-01-2019,11:03:34,Boeing 737-800,22.2,38060,2103,TRUE,28970,289,Fog,7.6,9,43,FALSE,TRUE,Fuel System,5,FALSE,Climb,Runway,Minor,0,280,Bird Strike,0.32,External,0.04
FL1884,27-01-2019,00:16:27,Airbus A319,24.7,35129,7579,TRUE,4276,102,Clear,8.8,0,7,TRUE,TRUE,Bird Strike,1,TRUE,Landing,Urban,Non-Fatal,0,328,Bird Strike,0.04,Human Error,0.23
FL5490,01-08-2024,16:28:14,Airbus A380,5.9,8220,18865,FALSE,27115,515,Fog,13.7,18,-3,FALSE,TRUE,None,3,TRUE,Landing,Ocean,Non-Fatal,0,162,None,0.76,External,0.5
FL5273,23-09-2023,17:56:45,Airbus A319,15.9,39131,12351,TRUE,2558,141,Rain,0.8,6,-18,TRUE,TRUE,Compressor Stall,1,FALSE,Landing,Ocean,Fatal,51,282,Terrorism,0.71,Mechanical Failure,0.45
FL6940,28-11-2019,00:58:00,Boeing 777,14.1,7644,7006,TRUE,9002,492,Snow,13.4,8,20,TRUE,TRUE,Compressor Stall,1,TRUE,Landing,Runway,Minor,0,221,Terrorism,0.97,External,0.83
FL6012,25-06-2020,16:06:55,Airbus A350,9.5,61854,17770,TRUE,17334,466,Clear,10.3,30,39,TRUE,TRUE,Compressor Stall,0,FALSE,Landing,Ocean,Minor,0,333,None,0.7,Weather,0.12
FL6825,01-02-2023,03:00:45,Bombardier CRJ,3.6,10229,7340,TRUE,16548,518,Rain,1.1,33,15,TRUE,FALSE,Bird Strike,5,FALSE,Cruise,Ocean,Minor,0,246,None,0.97,ATC,0.4
FL7227,07-06-2022,23:25:44,Airbus A330,23.5,23734,5350,TRUE,8310,109,Fog,6.3,11,4,FALSE,TRUE,Compressor Stall,2,TRUE,Landing,Runway,Non-Fatal,0,52,Terrorism,0.28,Mechanical Failure,0
FL6150,18-07-2018,15:55:12,Airbus A330,24.8,44841,15229,TRUE,38068,281,Storm,3.7,24,27,TRUE,FALSE,None,2,TRUE,Descent,Runway,Fatal,121,215,None,0.32,Mechanical Failure,0.25
FL9851,13-09-2018,18:21:02,Boeing 737-700,9.8,49877,8222,FALSE,27197,502,Fog,14,5,44,TRUE,TRUE,None,1,FALSE,Cruise,Ocean,Non-Fatal,0,305,Bird Strike,0.64,Weather,0.01
FL8205,17-06-2022,17:40:13,Embraer E175,23.7,33739,18453,FALSE,12835,317,Rain,10.8,10,-9,TRUE,TRUE,Bird Strike,3,TRUE,Landing,Urban,Fatal,131,209,Bird Strike,0.96,ATC,0.6
FL5524,06-04-2019,22:01:40,Boeing 737-700,18.6,5032,2683,FALSE,38404,467,Snow,4.5,28,7,FALSE,TRUE,Compressor Stall,3,TRUE,Cruise,Mountain,Non-Fatal,0,339,Bird Strike,0.24,Human Error,0.88
FL3070,26-07-2019,08:23:02,Boeing 767,12.7,17221,14527,FALSE,38834,127,Clear,7.1,3,17,FALSE,FALSE,Compressor Stall,3,FALSE,Cruise,Mountain,Fatal,64,144,None,0.16,External,0.31
FL8109,25-10-2023,17:31:19,Bombardier CRJ,4.5,52089,17882,FALSE,31686,300,Clear,14.6,20,-2,FALSE,TRUE,None,2,FALSE,Descent,Urban,Fatal,66,67,None,0.47,Human Error,0.17
FL1877,27-03-2025,19:44:40,Boeing 777,8.7,5351,3453,FALSE,19150,460,Rain,14.5,8,27,TRUE,FALSE,Bird Strike,5,FALSE,Climb,Ocean,Non-Fatal,0,223,Bird Strike,0.72,Human Error,0.88
FL7888,17-02-2022,01:58:35,Cessna 172,13.6,34344,13454,TRUE,31164,288,Fog,6.3,19,39,TRUE,FALSE,Fuel System,0,FALSE,Cruise,Runway,Fatal,229,63,None,0.01,Weather,0.1
FL0413,14-06-2023,01:08:46,Boeing 747-400,9.3,30652,4881,FALSE,31188,198,Storm,14.1,5,11,TRUE,TRUE,None,1,TRUE,Climb,Mountain,Non-Fatal,0,235,Bird Strike,0.19,Human Error,0.99
FL7697,30-03-2020,15:29:12,Boeing 737-700,15.1,57990,12444,TRUE,12202,463,Fog,1.2,16,-18,TRUE,TRUE,Fuel System,3,FALSE,Descent,Runway,Minor,0,84,Terrorism,0.79,Mechanical Failure,0.49
FL4922,02-02-2023,15:10:05,Boeing 777,15.3,11294,18418,TRUE,1513,545,Storm,7.5,31,30,TRUE,FALSE,None,5,TRUE,Landing,Mountain,Non-Fatal,0,22,Terrorism,0.14,Mechanical Failure,0.95
FL3609,11-11-2019,03:50:03,Airbus A320,11.9,43164,9918,FALSE,3635,316,Clear,4.7,12,21,FALSE,FALSE,None,5,TRUE,Takeoff,Ocean,Fatal,187,65,Bird Strike,0.6,Human Error,0.65
FL5659,05-10-2021,19:35:32,Boeing 737-900,10.6,50088,7709,TRUE,498,454,Storm,2,33,28,TRUE,TRUE,Bird Strike,4,TRUE,Descent,Mountain,Fatal,277,24,None,0.8,Weather,0.9
FL2128,17-02-2021,02:07:13,Boeing 777,5.2,64066,3403,TRUE,20510,474,Clear,8.4,20,44,FALSE,FALSE,Fuel System,2,TRUE,Cruise,Rural,Non-Fatal,0,295,Bird Strike,0.75,Mechanical Failure,0.02
FL3421,31-10-2022,06:25:06,Airbus A319,8.1,60716,8102,FALSE,14131,129,Clear,10.7,22,-13,TRUE,FALSE,Compressor Stall,0,TRUE,Takeoff,Runway,Fatal,187,47,Bird Strike,0.38,Mechanical Failure,0.56
FL4624,27-10-2021,16:30:37,Boeing 737-900,22.6,25704,14386,TRUE,22924,336,Rain,2.2,26,-4,TRUE,TRUE,Bird Strike,3,TRUE,Landing,Ocean,Minor,0,255,Bird Strike,0.61,Mechanical Failure,0.05
FL4340,28-03-2021,00:43:50,Bombardier CRJ,0.7,66615,2842,FALSE,29153,359,Fog,12.2,33,-15,FALSE,TRUE,Compressor Stall,4,TRUE,Climb,Mountain,Minor,0,16,Bird Strike,0.9,External,0.69
FL1978,22-07-2018,05:23:19,Embraer E190,7.5,37748,1106,FALSE,37950,392,Fog,9.3,33,35,TRUE,TRUE,Compressor Stall,0,TRUE,Descent,Runway,Fatal,154,97,Terrorism,0.99,External,0.8
FL0369,20-11-2023,13:35:11,Airbus A350,4.3,62604,12293,TRUE,41664,280,Fog,4.9,8,10,FALSE,TRUE,Bird Strike,3,FALSE,Approach,Ocean,Minor,0,109,Bird Strike,0.4,Human Error,0.46
FL0891,09-06-2024,22:54:40,Cessna 172,13.7,56540,16079,FALSE,41889,496,Fog,14,9,-14,TRUE,FALSE,Fuel System,3,TRUE,Cruise,Mountain,Minor,0,68,Terrorism,0.73,ATC,0.75
FL4675,30-08-2022,03:49:43,Cessna 172,2.6,44522,15251,FALSE,24179,355,Rain,11.5,12,34,FALSE,FALSE,Fuel System,0,TRUE,Landing,Rural,Minor,0,337,None,0.52,Weather,0.03
FL4443,09-10-2020,04:43:54,Boeing 777,9.2,33605,18859,FALSE,34930,487,Fog,13.5,1,-4,FALSE,TRUE,Fuel System,3,TRUE,Climb,Urban,Non-Fatal,0,76,Bird Strike,0.27,Weather,0.84
FL4770,31-03-2022,15:16:15,Bombardier CRJ,9,30525,9919,FALSE,14318,469,Snow,3.9,24,9,FALSE,FALSE,Compressor Stall,4,FALSE,Landing,Ocean,Minor,0,281,Bird Strike,0.76,External,0.54
FL8468,01-01-2019,01:18:17,Airbus A350,0.7,34850,5095,FALSE,24035,490,Snow,11.7,22,-8,FALSE,FALSE,Compressor Stall,0,FALSE,Approach,Urban,Non-Fatal,0,38,Terrorism,0.3,Weather,0.01
FL8048,07-05-2019,04:30:26,Airbus A321,14.6,28795,13365,TRUE,21643,397,Storm,0.5,5,-13,FALSE,TRUE,None,4,TRUE,Approach,Ocean,Minor,0,93,None,0.15,Human Error,0.13
FL9249,19-04-2022,02:40:50,Airbus A330,1.2,11060,19813,FALSE,3189,396,Rain,2.5,10,2,TRUE,TRUE,Bird Strike,4,FALSE,Cruise,Urban,Fatal,301,45,Terrorism,0.98,Human Error,0.33
FL8427,04-12-2020,20:58:20,Bombardier CRJ,20.3,48632,10959,FALSE,88,506,Snow,1.7,15,19,FALSE,FALSE,Fuel System,5,FALSE,Climb,Ocean,Fatal,258,31,None,0.77,External,0.94
FL0909,29-08-2024,00:22:38,Boeing 787,21.8,24518,15822,TRUE,29381,280,Storm,6.6,4,2,FALSE,FALSE,Bird Strike,4,TRUE,Approach,Urban,Minor,0,10,Terrorism,0.7,Human Error,0.81
FL4300,07-10-2020,00:40:25,Airbus A350,9.9,23803,6352,FALSE,33516,338,Storm,1.3,33,31,FALSE,TRUE,Fuel System,3,TRUE,Takeoff,Rural,Non-Fatal,0,49,Terrorism,0.47,ATC,0.36
FL4752,22-12-2020,11:54:47,Bombardier CRJ,21.2,57615,18907,TRUE,16043,140,Rain,14.9,1,10,TRUE,FALSE,Compressor Stall,3,TRUE,Landing,Mountain,Fatal,115,117,None,0.57,Weather,0.03
FL1925,23-04-2023,08:54:17,Airbus A380,9.4,66618,14069,TRUE,4830,174,Clear,8.3,5,12,FALSE,TRUE,Bird Strike,4,FALSE,Landing,Ocean,Minor,0,116,None,0.79,External,0.03
FL1097,14-05-2019,09:45:16,Airbus A321,17.1,5495,8679,TRUE,38884,109,Rain,11.9,18,-15,FALSE,FALSE,None,2,FALSE,Approach,Runway,Minor,0,173,Terrorism,0.27,Human Error,0.06
FL7094,22-01-2021,20:23:31,Boeing 777,18.6,6507,18913,FALSE,15125,297,Fog,11.2,29,-16,TRUE,TRUE,Fuel System,2,FALSE,Climb,Runway,Fatal,256,55,Bird Strike,0.59,Mechanical Failure,0.15
FL8941,16-08-2022,13:59:48,Airbus A321,8.7,19604,17490,FALSE,31891,400,Storm,4.2,1,-17,FALSE,TRUE,None,0,TRUE,Landing,Rural,Non-Fatal,0,181,None,0.42,External,0.19
FL7511,09-11-2018,18:34:20,Embraer E190,17.1,60251,19474,FALSE,9923,219,Storm,12.3,5,-2,FALSE,FALSE,Bird Strike,4,FALSE,Landing,Mountain,Non-Fatal,0,147,Bird Strike,0.42,Mechanical Failure,0.42
FL6092,18-03-2020,05:19:35,Boeing 767,9.1,24531,2797,TRUE,3585,336,Clear,5.4,27,3,TRUE,FALSE,Bird Strike,0,TRUE,Cruise,Mountain,Fatal,206,46,Terrorism,0.46,External,0.98
FL6630,11-07-2022,13:39:36,Airbus A320,11.2,59525,3138,TRUE,40747,211,Clear,6.9,29,2,FALSE,TRUE,Compressor Stall,3,FALSE,Landing,Ocean,Non-Fatal,0,219,Bird Strike,0.42,Human Error,0.02
FL6791,16-03-2021,15:26:50,Embraer E175,12,20179,8090,TRUE,14672,177,Rain,8.6,21,-6,TRUE,FALSE,Compressor Stall,3,TRUE,Descent,Urban,Minor,0,9,None,0.83,ATC,0.98
FL5184,18-09-2022,16:59:03,Airbus A380,4.9,44759,19966,TRUE,38433,200,Fog,2.4,19,2,FALSE,FALSE,Fuel System,5,TRUE,Takeoff,Runway,Fatal,194,129,Terrorism,0.74,Weather,0.16
FL7111,09-02-2019,02:44:48,Boeing 747-800,20.4,38723,5665,TRUE,35994,540,Clear,9.2,28,3,FALSE,FALSE,None,3,FALSE,Cruise,Urban,Minor,0,98,None,0.63,Weather,0.3
FL0251,27-05-2024,05:01:40,Boeing 737-700,22,60954,14711,TRUE,11724,433,Storm,12.3,32,-12,TRUE,TRUE,Compressor Stall,0,TRUE,Climb,Rural,Minor,0,187,Bird Strike,0.06,Mechanical Failure,0.84
FL5896,19-12-2019,06:11:24,Boeing 737-900,9.5,18684,8239,FALSE,1870,244,Snow,9.8,10,-1,FALSE,FALSE,Compressor Stall,4,FALSE,Takeoff,Rural,Non-Fatal,0,349,Bird Strike,0.37,Mechanical Failure,0.61
FL5580,30-03-2024,15:58:20,Boeing 777,3.5,55651,12876,FALSE,29105,157,Snow,1.9,14,-9,TRUE,TRUE,Fuel System,3,FALSE,Landing,Runway,Minor,0,62,Terrorism,0.61,Mechanical Failure,0.75
FL4927,04-09-2023,01:29:45,Embraer E175,17.9,65353,12571,FALSE,41841,438,Storm,6.3,8,41,FALSE,TRUE,Compressor Stall,5,TRUE,Takeoff,Ocean,Minor,0,210,None,0.65,Mechanical Failure,0.94
FL7215,25-12-2024,10:29:26,Boeing 747-800,13.6,46446,2239,TRUE,27880,249,Clear,4.1,30,6,FALSE,TRUE,Fuel System,0,FALSE,Takeoff,Mountain,Non-Fatal,0,275,Bird Strike,0.43,Human Error,0.29
FL0028,11-11-2018,18:11:12,Airbus A380,1.2,13947,19801,FALSE,28253,170,Snow,6.8,33,-7,FALSE,FALSE,Bird Strike,0,FALSE,Climb,Rural,Minor,0,56,Bird Strike,0.18,Weather,0.71
FL0719,19-02-2025,11:30:02,Boeing 737-700,4.7,18519,9970,FALSE,36918,473,Clear,14.3,14,9,TRUE,FALSE,Fuel System,0,TRUE,Landing,Ocean,Fatal,267,40,Terrorism,0.83,Weather,0.9
FL8537,20-07-2020,01:27:48,Boeing 777,16.4,27556,14761,TRUE,14643,422,Storm,3.8,13,-17,FALSE,TRUE,None,4,FALSE,Landing,Urban,Minor,0,331,None,0.87,Human Error,0.08
FL4782,20-08-2018,18:42:04,Boeing 747-800,20.9,30192,19161,TRUE,41163,376,Fog,14.9,23,-4,TRUE,TRUE,None,1,FALSE,Takeoff,Runway,Fatal,345,0,None,0.51,ATC,0.61
FL1918,15-04-2022,05:40:47,Airbus A320,0.7,32279,8753,TRUE,16838,118,Snow,3.5,1,39,TRUE,FALSE,Fuel System,2,TRUE,Landing,Urban,Non-Fatal,0,30,Bird Strike,1,Mechanical Failure,0.98
FL8252,09-06-2019,21:32:10,Embraer E175,5.6,58558,15217,TRUE,18657,107,Storm,8.6,23,34,TRUE,TRUE,Bird Strike,3,FALSE,Cruise,Urban,Non-Fatal,0,198,Bird Strike,0.55,Human Error,0.31
FL4165,10-05-2024,09:05:34,Boeing 737-700,19,20271,11927,TRUE,5721,406,Snow,14.6,34,-19,TRUE,TRUE,Fuel System,4,TRUE,Cruise,Rural,Minor,0,133,Terrorism,0.35,Mechanical Failure,0.48
FL4527,21-12-2021,17:22:10,Boeing 747-400,5.3,36330,4183,TRUE,8527,450,Rain,12.1,30,33,TRUE,TRUE,Compressor Stall,5,TRUE,Descent,Urban,Fatal,188,153,Terrorism,0.26,Weather,0.24
FL5731,10-06-2025,13:59:08,Airbus A380,18.4,24099,1456,FALSE,37243,212,Rain,5.3,33,40,TRUE,FALSE,None,5,FALSE,Approach,Mountain,Fatal,203,118,Bird Strike,0,ATC,0.3
FL4168,18-02-2019,22:06:29,Airbus A321,5.5,58935,14367,TRUE,37407,407,Clear,13.9,20,16,TRUE,TRUE,None,0,FALSE,Descent,Rural,Minor,0,252,Terrorism,0.82,Weather,0.57
FL5818,08-11-2024,01:10:56,Airbus A320,3.2,63573,3168,FALSE,29020,248,Storm,6.1,18,20,FALSE,TRUE,None,0,TRUE,Approach,Ocean,Non-Fatal,0,315,Bird Strike,0.72,ATC,0.85
FL4479,13-05-2021,05:13:16,Boeing 737-600,3.2,50998,4759,FALSE,32164,174,Rain,4.1,3,31,FALSE,FALSE,None,4,TRUE,Cruise,Ocean,Fatal,300,42,None,0.84,External,0.31
FL0788,17-05-2023,23:19:33,Boeing 767,12.7,43047,8956,FALSE,23374,396,Storm,11,29,29,FALSE,FALSE,Compressor Stall,0,TRUE,Landing,Rural,Non-Fatal,0,8,None,0.69,Mechanical Failure,0.96
FL8952,04-05-2025,14:16:43,Cessna 172,4.3,10019,2840,FALSE,8708,300,Fog,3.8,17,42,FALSE,TRUE,Bird Strike,3,TRUE,Climb,Runway,Fatal,220,36,None,0.84,Weather,0.77
FL1341,31-12-2023,00:14:11,Boeing 777,5.5,29784,18274,FALSE,37552,366,Storm,11.4,0,20,TRUE,FALSE,Compressor Stall,1,FALSE,Approach,Urban,Minor,0,180,Terrorism,0.89,Mechanical Failure,0.97
FL6798,23-10-2019,00:16:22,Boeing 767,4.1,49267,16673,FALSE,28776,412,Fog,11.1,30,35,TRUE,FALSE,Compressor Stall,3,FALSE,Approach,Rural,Non-Fatal,0,51,Bird Strike,0.76,Human Error,0.4
FL0298,22-04-2022,15:45:59,Boeing 747-400,7.7,67389,5541,FALSE,33760,489,Clear,14.3,16,1,FALSE,TRUE,Bird Strike,5,TRUE,Takeoff,Rural,Non-Fatal,0,316,Bird Strike,0.72,Human Error,0.88
FL0441,09-02-2022,21:56:58,Airbus A350,23.5,31405,11324,TRUE,25174,439,Rain,6.1,2,-2,TRUE,TRUE,None,4,FALSE,Climb,Ocean,Minor,0,43,Terrorism,0.44,Human Error,0.03
FL4626,27-08-2020,14:39:02,Embraer E190,17.2,14605,9785,FALSE,35074,344,Fog,4.2,4,-5,TRUE,TRUE,Bird Strike,5,TRUE,Descent,Rural,Minor,0,220,Terrorism,0.86,Mechanical Failure,0.08
FL8255,05-05-2019,13:35:18,Airbus A319,6.2,25487,13756,FALSE,23497,540,Rain,1.8,7,-12,FALSE,FALSE,Compressor Stall,3,FALSE,Climb,Rural,Minor,0,204,None,0.39,ATC,0.35
FL9641,08-11-2020,19:18:27,Boeing 777,2.7,58037,11886,TRUE,30061,178,Rain,10.2,33,37,FALSE,FALSE,Compressor Stall,4,FALSE,Climb,Ocean,Non-Fatal,0,219,None,0.14,Mechanical Failure,0.37
FL0373,03-03-2025,18:04:28,Airbus A380,16.2,58844,3848,FALSE,35645,397,Clear,9,16,-7,FALSE,FALSE,None,3,FALSE,Takeoff,Ocean,Minor,0,179,Terrorism,0.79,Weather,0.68
FL9409,22-11-2021,15:58:32,Boeing 747-400,2.2,64025,9715,FALSE,38716,239,Storm,7.5,19,12,TRUE,FALSE,Fuel System,2,FALSE,Approach,Ocean,Fatal,342,0,Bird Strike,0.8,Human Error,0.74
FL1283,02-09-2018,00:55:20,Airbus A321,15,18896,16775,FALSE,37380,157,Snow,14.2,22,-12,TRUE,TRUE,Fuel System,2,FALSE,Approach,Ocean,Fatal,316,5,None,0.98,ATC,0.61
FL7651,08-10-2020,10:02:05,Boeing 737-600,1.8,41420,17479,FALSE,1754,136,Rain,10.9,10,4,FALSE,TRUE,Compressor Stall,2,TRUE,Landing,Mountain,Non-Fatal,0,57,Bird Strike,0.89,Mechanical Failure,0.05
FL1279,28-01-2023,05:40:52,Boeing 777,5.9,11832,11955,FALSE,2210,360,Fog,0.5,12,4,TRUE,FALSE,Fuel System,4,TRUE,Takeoff,Runway,Minor,0,27,None,0.63,Mechanical Failure,0.23
FL4027,03-05-2020,16:57:19,Boeing 737-700,0.6,20593,15109,FALSE,33415,309,Snow,5.4,29,34,TRUE,FALSE,Compressor Stall,0,TRUE,Approach,Urban,Fatal,242,71,Terrorism,0.19,Weather,0.46
FL5528,26-11-2019,08:39:49,Boeing 737-600,3.2,45260,18855,FALSE,30689,288,Fog,3.6,23,-6,TRUE,TRUE,Compressor Stall,5,TRUE,Cruise,Mountain,Minor,0,182,Bird Strike,0.12,External,0.18
FL7774,03-03-2019,22:38:29,Embraer E190,6,23313,11974,TRUE,29539,259,Fog,12.8,28,-6,FALSE,TRUE,None,0,TRUE,Approach,Rural,Minor,0,285,Bird Strike,0.32,Human Error,0.89
FL3326,05-04-2020,03:40:22,Airbus A319,1.1,11255,15280,FALSE,19691,223,Storm,6.5,4,0,FALSE,TRUE,Fuel System,0,TRUE,Cruise,Mountain,Non-Fatal,0,207,None,0.33,Human Error,0.72
FL3201,23-10-2021,19:13:14,Bombardier CRJ,20.5,33312,11608,TRUE,36385,246,Fog,1.6,8,-10,FALSE,TRUE,Bird Strike,0,FALSE,Climb,Urban,Fatal,291,22,Terrorism,0.3,Human Error,0.07
FL5146,09-02-2021,13:53:02,Airbus A380,13.9,14967,11550,TRUE,33207,372,Clear,13.5,32,-4,FALSE,TRUE,Fuel System,1,FALSE,Takeoff,Urban,Minor,0,301,Bird Strike,0,Weather,0.14
FL1967,06-01-2022,21:35:06,Boeing 787,16.3,14476,10012,FALSE,7852,420,Storm,4.6,0,6,TRUE,FALSE,Compressor Stall,2,FALSE,Takeoff,Mountain,Non-Fatal,0,206,None,0.9,Weather,0.63
FL5656,27-12-2023,05:39:26,Bombardier CRJ,10.9,58799,2817,TRUE,38158,496,Storm,11.7,30,0,TRUE,FALSE,Fuel System,2,FALSE,Takeoff,Runway,Minor,0,22,Terrorism,0.31,ATC,0.19
FL2720,01-01-2019,02:30:13,Airbus A350,5,37913,10830,TRUE,12100,349,Snow,14.6,28,6,TRUE,TRUE,Fuel System,3,FALSE,Landing,Rural,Non-Fatal,0,249,Bird Strike,0.57,Weather,0.85
FL4355,01-04-2019,06:58:31,Airbus A380,11.2,69945,6166,TRUE,34033,285,Rain,4,12,44,TRUE,FALSE,Bird Strike,5,TRUE,Takeoff,Ocean,Minor,0,303,Bird Strike,0.68,Mechanical Failure,0.6
FL3629,09-02-2019,03:26:44,Airbus A321,19.9,18750,2706,FALSE,25503,407,Clear,7.1,5,26,FALSE,FALSE,Fuel System,0,FALSE,Climb,Runway,Fatal,184,150,Terrorism,0.8,External,0.4
FL0891,08-09-2024,15:02:48,Airbus A319,21.8,60831,5423,FALSE,24910,129,Storm,3.3,24,35,FALSE,TRUE,Fuel System,2,TRUE,Landing,Urban,Fatal,188,116,None,0.78,Weather,0.46
FL9698,02-09-2019,00:05:19,Boeing 737-900,3.3,19853,3365,TRUE,14691,529,Rain,13.4,2,31,FALSE,FALSE,Bird Strike,5,TRUE,Climb,Runway,Non-Fatal,0,304,Bird Strike,0.4,ATC,0.22
FL6989,13-11-2020,15:10:16,Boeing 737-800,21.3,11458,12448,TRUE,2398,365,Fog,2.5,31,38,FALSE,FALSE,Bird Strike,0,TRUE,Landing,Ocean,Non-Fatal,0,274,Bird Strike,0.76,External,0.19
FL1325,19-02-2019,22:57:13,Boeing 777,17.9,53254,17482,TRUE,16834,277,Snow,12.2,21,39,FALSE,FALSE,Bird Strike,2,TRUE,Cruise,Rural,Fatal,337,11,Bird Strike,0.95,Mechanical Failure,0.61
FL7475,06-11-2022,13:37:55,Bombardier CRJ,2.6,50788,7386,TRUE,10748,456,Snow,8.8,32,-8,FALSE,TRUE,Compressor Stall,4,TRUE,Descent,Runway,Non-Fatal,0,21,Terrorism,0.81,Mechanical Failure,0.35
FL9469,30-11-2022,18:26:42,Boeing 737-900,14.6,38233,2030,TRUE,13305,424,Rain,7.9,12,41,TRUE,TRUE,Fuel System,0,FALSE,Climb,Urban,Fatal,315,28,Terrorism,0.52,Human Error,0.45
FL2580,26-08-2020,12:44:06,Airbus A350,22.3,6514,10830,TRUE,8498,287,Clear,5.6,29,-12,TRUE,TRUE,Bird Strike,5,TRUE,Approach,Runway,Fatal,212,46,Bird Strike,0.11,ATC,0.4
FL3110,05-03-2025,23:16:56,Boeing 767,2.3,30870,14440,FALSE,41312,179,Clear,10.7,3,27,TRUE,TRUE,None,5,TRUE,Cruise,Rural,Non-Fatal,0,322,None,0.87,Weather,0.76
FL5605,16-02-2023,05:20:05,Bombardier CRJ,1.1,23972,5209,TRUE,16096,174,Rain,3.4,16,21,TRUE,FALSE,Fuel System,1,TRUE,Descent,Ocean,Fatal,15,13,Bird Strike,0.86,ATC,0.79
FL7673,30-12-2024,01:51:12,Cessna 172,14.7,66009,11871,TRUE,1030,300,Storm,6.8,16,-3,FALSE,FALSE,Fuel System,2,TRUE,Climb,Runway,Non-Fatal,0,35,None,0.42,Human Error,0.76
FL4678,05-11-2023,21:27:51,Airbus A380,1.4,17138,13871,FALSE,22695,366,Clear,10.2,13,20,TRUE,TRUE,Compressor Stall,0,FALSE,Cruise,Rural,Non-Fatal,0,104,None,0.97,Human Error,0.73
FL3066,12-12-2018,04:18:06,Boeing 767,24.6,58160,14816,FALSE,40899,304,Fog,12.2,34,35,TRUE,TRUE,Compressor Stall,0,FALSE,Climb,Rural,Fatal,151,151,None,0.19,External,0.49
FL6398,16-08-2024,21:06:54,Boeing 767,8.6,14958,15963,TRUE,15411,387,Snow,4.8,31,0,FALSE,TRUE,Fuel System,3,FALSE,Cruise,Rural,Minor,0,31,Bird Strike,0.94,Mechanical Failure,0.43
FL2164,16-08-2020,14:31:13,Airbus A350,20.6,50627,16818,FALSE,11046,469,Fog,8.2,11,4,FALSE,TRUE,Fuel System,2,TRUE,Cruise,Urban,Non-Fatal,0,86,Terrorism,0.24,External,0.73
FL6228,04-10-2018,08:35:24,Embraer E175,16.7,64963,4153,FALSE,11377,489,Storm,9.4,3,27,TRUE,FALSE,Bird Strike,1,FALSE,Landing,Rural,Minor,0,227,Bird Strike,0.18,Mechanical Failure,0
FL0047,16-09-2023,17:10:40,Bombardier CRJ,6.1,19044,10660,FALSE,21552,437,Storm,6.2,13,10,FALSE,FALSE,None,2,FALSE,Cruise,Runway,Non-Fatal,0,278,Terrorism,0.15,Mechanical Failure,0.8
FL4601,23-02-2021,17:22:57,Airbus A380,2.7,27127,16468,FALSE,2154,268,Clear,7.9,33,23,FALSE,TRUE,Compressor Stall,3,TRUE,Descent,Rural,Non-Fatal,0,257,Bird Strike,0.49,Weather,0.77
FL2083,14-05-2019,10:45:09,Airbus A380,9.2,35036,8466,FALSE,40635,421,Rain,12.5,22,20,TRUE,FALSE,Bird Strike,2,FALSE,Cruise,Urban,Minor,0,188,Terrorism,0.7,External,0.84
FL2374,29-08-2018,20:32:52,Embraer E175,7.1,48299,8583,FALSE,29998,447,Snow,5.8,18,-19,TRUE,FALSE,None,1,TRUE,Cruise,Urban,Non-Fatal,0,282,Bird Strike,0.19,External,0.4
FL1558,22-09-2023,04:51:28,Embraer E175,11.7,23624,1306,FALSE,16468,197,Storm,7.2,28,43,FALSE,FALSE,Compressor Stall,0,FALSE,Climb,Mountain,Non-Fatal,0,92,Terrorism,0.68,Human Error,0.8
FL0383,08-11-2020,05:02:22,Boeing 737-800,13.5,12082,11633,FALSE,20386,258,Snow,8.5,10,-15,FALSE,TRUE,Bird Strike,3,FALSE,Climb,Ocean,Minor,0,215,None,0.88,Mechanical Failure,0.93
FL2513,05-03-2021,08:42:11,Boeing 737-600,17.3,39445,4704,TRUE,10463,377,Fog,7.7,26,36,TRUE,FALSE,Fuel System,3,TRUE,Cruise,Ocean,Minor,0,275,None,0.02,External,0.63
FL7871,07-09-2022,05:31:17,Bombardier CRJ,18.2,8079,16964,FALSE,16750,536,Fog,3.3,28,-17,TRUE,TRUE,None,2,TRUE,Descent,Mountain,Non-Fatal,0,111,Bird Strike,0.33,ATC,0.72
FL1010,07-03-2021,03:52:07,Boeing 737-800,6.1,13707,9575,FALSE,17761,425,Fog,12.7,29,-1,FALSE,FALSE,Compressor Stall,4,TRUE,Landing,Mountain,Minor,0,277,Bird Strike,0.59,Human Error,0.28
FL5859,17-05-2025,05:29:44,Boeing 767,19.2,29097,18476,FALSE,7278,381,Fog,11.2,14,-11,FALSE,FALSE,Fuel System,0,TRUE,Takeoff,Mountain,Fatal,305,27,None,0.65,ATC,0.76
FL5284,04-05-2020,09:26:33,Boeing 737-800,23.2,41896,11326,FALSE,34236,306,Storm,1.9,16,38,FALSE,FALSE,Fuel System,4,FALSE,Landing,Urban,Fatal,298,34,None,0.52,Human Error,0.34
